Title,Release year,Genre,Runtime(min),Rating,Votes
Ask a Policeman,1939,"Adventure, Comedy, Crime",83,7.3,1010
The Old Maid,1939,Drama,95,7.4,4003
Kristián,1939,"Comedy, Romance",95,7.8,452
The Cat and the Canary,1939,"Comedy, Horror, Mystery",72,7.1,3624
Gunga Din,1939,"Adventure, Comedy, War",117,7.2,12627
The Little Princess,1939,"Comedy, Drama, Family",93,7.1,6583
The Man in the Iron Mask,1939,"Adventure, History, Romance",113,7.0,1852
Riso amaro,1949,"Crime, Drama",108,7.6,4736
Klerkai,1994,Comedy,92,7.7,230145
Monstrų puota,2001,"Drama, Romance",111,7.1,93070
Ponas Niekas,2009,"Drama, Fantasy, Romance",141,7.7,243219
Linksmu Kaledu,2005,"Drama, History, Music",116,7.7,31316
Tik niekam nesakyk,2006,"Crime, Drama, Mystery",131,7.5,57279
À Flor do Mar,1986,"Drama, Romance",143,7.3,508
Maa on syntinen laulu,1973,Drama,108,6.9,905
Cudotvorni mac,1950,"Fantasy, Adventure",101,7.9,440
Ljubav i moda,1960,"Comedy, Musical, Romance",105,7.3,347
"Kapi, vode, ratnici",1962,"Drama, War",81,7.1,49
Roj,1966,Drama,90,8.0,124
Uzicka Republika,1974,"Drama, War",170,6.9,499
Nacionalna klasa,1979,"Comedy, Drama, Sport",105,8.4,4049
Decko koji obecava,1981,"Comedy, Drama, Music",106,7.8,1599
Sveto mesto,1990,"Drama, Horror",90,7.1,1211
Tito i ja,1992,"Comedy, Drama, Romance",118,8.0,6036
Crni bombarder,1992,Drama,116,7.8,3575
Timbuktu,2014,"Drama, War",96,7.1,18110
Mutluluk,2007,Drama,105,7.5,7788
Force of Evil,1948,"Crime, Drama, Film-Noir",79,7.2,7528
Savrseni krug,1997,"Drama, War",110,8.1,2372
Kuduz,1989,Drama,105,7.9,757
Pasaulis yra didelis ir išsigelbejimas slypi už kampo,2008,Drama,105,7.9,6064
Kad mrtvi zapjevaju,1998,"Comedy, Drama, War",99,7.6,1152
Shkola zlosloviya,1952,Comedy,161,7.7,47
Karalienė,2006,"Biography, Drama",103,7.3,115124
Tiempo de revancha,1981,"Drama, Thriller",112,7.8,1276
Un lugar en el mundo,1992,Drama,120,7.7,2743
Martín (Hache),1997,Drama,123,7.6,4670
Lugares comunes,2002,Drama,108,7.6,2047
Roma,2004,Drama,155,7.4,1318
Le goût des autres,2000,"Comedy, Drama, Romance",112,7.2,10261
Europa Europa,1990,"Drama, History, War",112,7.6,17257
"Olivier, Olivier",1992,"Adventure, Crime, Drama",110,7.5,1857
Paslaptingas sodas,1993,"Drama, Family, Fantasy",101,7.3,43712
Tamsoje,2011,"Drama, War",145,7.3,11086
Mode,2016,"Biography, Drama, Romance",115,7.6,20347
Song for a Raggy Boy,2003,"Drama, History",94,7.5,4673
Tuntematon sotilas,1955,"Drama, War",177,8.0,7740
Kauas pilvet karkaavat,1996,"Comedy, Drama",97,7.6,8457
La vie de bohème,1992,"Comedy, Drama, Romance",103,7.6,6132
Tulitikkutehtaan tyttö,1990,"Comedy, Crime, Drama",69,7.5,10818
Varjoja paratiisissa,1986,"Comedy, Drama, Music",74,7.5,6216
Ariel,1988,"Comedy, Crime, Romance",72,7.5,7660
Suzaki Paradaisu: Akashingô,1956,Drama,81,7.4,805
Mujô,1970,Drama,143,7.7,1298
Tuntematon sotilas,2017,"Drama, War",180,7.7,12550
Paha maa,2005,Drama,130,7.4,6073
Ma vie en rose,1997,Drama,88,7.5,8991
Tous les matins du monde,1991,"Biography, Drama, History",115,7.5,7828
Série noire,1979,"Crime, Drama",116,7.3,3422
Ginklo pasirinkimas,1981,"Crime, Drama",135,6.9,1983
Un bruit qui rend fou,1995,"Crime, Drama, Mystery",100,7.2,1512
10 Rillington Place,1971,"Biography, Crime, Drama",111,7.5,9580
The Boston Strangler,1968,"Crime, Drama, Mystery",116,7.1,10563
Pi gyvenimas,2012,"Adventure, Drama, Fantasy",127,7.9,657390
Yin shi nan nu,1994,"Comedy, Drama, Romance",124,7.8,22773
Xi yan,1993,"Comedy, Drama, Romance",106,7.6,16803
"Geismas, ispejimas",2007,"Drama, History, Romance",157,7.5,44782
Ledinis vėjas,1997,Drama,112,7.3,59133
Rudderless,2014,"Comedy, Drama, Music",105,7.4,19315
Transamerika,2005,"Adventure, Comedy, Drama",103,7.4,42169
Ispanas belaisvis,1997,"Drama, Mystery, Thriller",110,7.2,25531
Days of Wine and Roses,1962,Drama,117,7.8,13769
Pusryčiai pas Tifani,1961,"Comedy, Drama, Romance",115,7.6,189219
Victor/Victoria,1982,"Comedy, Music, Romance",134,7.6,23244
Vakarėlis,1968,"Comedy, Romance",99,7.4,42965
La main du diable,1943,"Fantasy, Horror",78,7.4,1750
The Uninvited,1944,"Fantasy, Horror, Mystery",99,7.2,12268
Dead of Night,1945,"Drama, Horror",103,7.5,13910
Godzila,1954,"Horror, Sci-Fi",96,7.5,37474
Night of the Demon,1957,"Fantasy, Horror, Mystery",96,7.4,15165
The Fly,1958,"Drama, Horror, Sci-Fi",94,7.1,25197
The Masque of the Red Death,1964,"Drama, Horror",89,6.9,15806
Onibaba,1964,"Drama, Horror, Thriller",103,7.9,20968
Tanin no kao,1966,"Drama, Horror, Sci-Fi",122,7.9,10082
Sanatorium pod Klepsydra,1973,"Drama, Fantasy, Horror",124,7.5,4812
Ahí está el detalle,1940,Comedy,112,8.0,1469
Christmas in July,1940,"Comedy, Drama, Romance",67,7.4,4184
Gaslight,1940,"Mystery, Thriller",84,7.3,5143
The Long Voyage Home,1940,"Drama, War",105,6.9,4807
Broadway Melody of 1940,1940,Musical,102,7.3,2689
The Bank Dick,1940,Comedy,72,7.1,7726
Dr. Ehrlich's Magic Bullet,1940,"Biography, Drama",103,7.4,1765
Hellzapoppin',1941,"Action, Comedy, Musical",84,7.4,3412
Kanzashi,1941,"Comedy, Drama",75,7.1,787
The Sea Wolf,1941,"Adventure, Drama",100,7.5,4337
A Woman's Face,1941,"Drama, Film-Noir, Thriller",106,7.2,3685
The Devil and Miss Jones,1941,"Comedy, Romance",92,7.6,4681
The Strawberry Blonde,1941,"Comedy, Romance",99,7.2,4169
They Died with Their Boots On,1941,"War, Western",140,7.2,6771
Never Give a Sucker an Even Break,1941,"Comedy, Musical",71,7.0,2600
I Wake Up Screaming,1941,"Crime, Drama, Film-Noir",82,7.2,5269
That Hamilton Woman,1941,"Drama, History, Romance",125,7.2,4966
Aniki Bóbó,1942,"Drama, Family",71,7.6,1850
Went the Day Well?,1942,"Thriller, War",92,7.5,4238
L'assassin habite... au 21,1942,"Comedy, Crime, Mystery",84,7.3,3573
I Married a Witch,1942,"Comedy, Fantasy, Romance",77,7.1,9294
Mashenka,1942,"Drama, Romance, War",77,7.3,291
Kings Row,1942,Drama,127,7.5,4935
Road to Morocco,1942,"Adventure, Comedy, Family",82,7.0,5770
My Favorite Blonde,1942,Comedy,78,7.0,1585
It Started with Eve,1941,"Comedy, Music, Romance",90,7.6,1784
Babes on Broadway,1941,"Comedy, Family, Musical",118,6.6,1631
Romanze in Moll,1943,"Drama, Romance",98,7.4,368
Sahara,1943,"Action, Drama, War",97,7.5,9539
Goupi Mains Rouges,1943,"Comedy, Drama, Mystery",104,7.5,1050
Edge of Darkness,1943,"Drama, War",119,7.2,2924
So Proudly We Hail!,1943,"Drama, Romance, War",126,7.5,2036
The Battle of Britain,1943,"Documentary, History, War",54,7.2,983
Doña Bárbara,1943,"Drama, Western",138,7.4,370
Lassie Come Home,1943,"Adventure, Drama, Family",89,7.1,5842
Grosse Freiheit Nr. 7,1944,"Drama, Music, Romance",111,7.2,1003
Die Feuerzangenbowle,1944,Comedy,97,7.7,6469
Phantom Lady,1944,"Crime, Drama, Film-Noir",87,7.2,5641
The Suspect,1944,"Drama, Film-Noir, Thriller",85,7.4,3378
Hangover Square,1945,"Crime, Drama, Music",77,7.4,4025
Kaledos Konektikute,1945,"Comedy, Romance",101,7.3,11335
The Enchanted Cottage,1945,"Drama, Fantasy, Romance",91,7.5,3435
Pride of the Marines,1945,"Biography, Drama, Romance",120,7.2,1618
Conflict,1945,"Drama, Film-Noir, Mystery",86,7.1,4536
State Fair,1945,"Comedy, Drama, Musical",100,7.0,4432
Panique,1946,"Crime, Drama",99,7.9,2480
Cluny Brown,1946,"Comedy, Romance, War",100,7.4,3975
La otra,1946,"Crime, Drama, Mystery",98,7.5,513
Unter den Brücken,1946,"Comedy, Drama, Romance",99,7.5,844
Humoresque,1946,"Drama, Music, Mystery",125,7.3,4844
Die Mörder sind unter uns,1946,"Drama, Romance, Thriller",85,7.4,2500
Les portes de la nuit,1946,"Drama, Fantasy, Mystery",120,7.1,1273
Green for Danger,1946,"Comedy, Crime, Mystery",91,7.4,5491
The Dark Corner,1946,"Crime, Drama, Film-Noir",99,7.1,5061
The Strange Love of Martha Ivers,1946,"Drama, Film-Noir, Romance",116,7.4,10788
The Blue Dahlia,1946,"Crime, Film-Noir, Mystery",96,7.1,9453
Quai des Orfèvres,1947,"Crime, Drama",106,7.7,6296
Tiesa,1960,Drama,128,7.6,4296
Le mystère Picasso,1956,"Documentary, Biography, History",78,7.6,2654
Anjô-ke no butôkai,1947,Drama,89,7.4,426
La perla,1947,"Adventure, Drama, Romance",85,7.4,1088
Ride the Pink Horse,1947,"Drama, Film-Noir, Mystery",101,7.2,3351
Yi jiang chun shui xiang dong liu,1947,"Drama, War",192,7.3,360
Zolushka,1947,"Comedy, Family, Fantasy",84,7.5,1334
The Unsuspected,1947,"Drama, Film-Noir, Mystery",103,7.2,3586
They Won't Believe Me,1947,"Drama, Film-Noir, Romance",95,7.2,2907
The File on Thelma Jordon,1949,"Crime, Drama, Film-Noir",100,6.9,3042
Hachi no su no kodomotachi,1948,Drama,86,7.5,299
Portrait of Jennie,1948,"Drama, Fantasy, Mystery",86,7.6,7392
The Fallen Idol,1948,"Drama, Film-Noir, Mystery",95,7.6,9464
Los tres huastecos,1948,"Comedy, Drama",120,8.1,789
Brighton Rock,1948,"Crime, Drama, Film-Noir",92,7.3,6713
The Search,1948,"Drama, War",104,7.8,4712
Dios se lo pague,1948,Drama,120,7.7,272
Moonrise,1948,"Crime, Drama, Film-Noir",90,7.0,2910
Nosotros los pobres,1948,"Comedy, Crime, Drama",128,7.8,1147
Yoru no onnatachi,1948,Drama,75,7.2,1448
Valahol Európában,1947,Drama,100,7.6,1050
The Winslow Boy,1948,Drama,117,7.6,1743
Ostatni etap,1948,"Drama, History, War",105,7.3,729
Raw Deal,1948,"Crime, Drama, Film-Noir",79,7.2,5452
A Letter to Three Wives,1949,"Comedy, Drama, Romance",103,7.7,10484
Ai le zhongnian,1949,Drama,100,8.1,139
Pattes blanches,1949,Drama,92,7.4,381
Intruder in the Dust,1949,"Crime, Drama, Family",87,7.6,2595
La oveja negra,1949,"Comedy, Drama, Music",104,7.9,393
The Queen of Spades,1949,"Drama, Fantasy, Horror",95,7.1,2330
The Window,1949,"Drama, Film-Noir, Thriller",73,7.4,4729
Obsession,1949,"Crime, Film-Noir, Thriller",96,7.4,2589
House of Strangers,1949,"Crime, Drama, Film-Noir",101,7.3,4077
The Secret Garden,1949,"Drama, Family",92,7.5,3218
Little Women,1949,"Drama, Family, Romance",122,7.2,8072
Whisky Galore!,1949,"Comedy, Crime",82,7.1,6542
Konyok-Gorbunok,1947,"Animation, Adventure, Family",57,7.3,1119
"Rio, Zona Norte",1957,"Drama, Music",83,7.8,528
Más allá del olvido,1956,"Crime, Drama, Romance",93,7.5,290
La grande guerra,1959,"Comedy, Drama, War",137,8.1,4524
Jazz on a Summer's Day,1959,"Documentary, Music",88,7.9,1898
Doa al karawan,1959,"Drama, Romance",109,8.1,1923
Nijûshi no hitomi,1954,Drama,156,8.0,2761
Baladė apie kareivį,1959,"Drama, Romance, War",88,8.2,11105
Bez znieczulenia,1978,Drama,131,7.3,709
Yama no oto,1954,Drama,95,7.7,2106
Tea and Sympathy,1956,Drama,122,7.3,3112
The Browning Version,1951,Drama,90,8.1,5319
Narayama bushikô,1958,Drama,98,7.8,3695
Sunkus atpildas,1959,"Drama, History, War",103,8.0,8503
Inazuma,1952,Drama,87,7.5,795
Los tallos amargos,1956,"Crime, Drama, Film-Noir",90,7.6,657
Ukigumo,1955,"Drama, Romance",123,7.6,3080
Don Camillo,1952,Comedy,107,7.6,4754
Flicka och hyacinter,1950,"Drama, Mystery",89,7.6,1047
The Lusty Men,1952,"Action, Drama, Sport",113,7.3,3493
H-8...,1958,"Drama, Thriller",105,8.3,1639
The Breaking Point,1950,"Crime, Drama, Film-Noir",97,7.5,4113
Pociag,1959,"Drama, Mystery, Thriller",99,7.7,3539
Rosaura a las 10,1958,"Drama, Mystery",100,7.7,516
Bienvenido Mister Marshall,1953,Comedy,78,7.9,4709
India: Matri Bhumi,1959,"Documentary, Drama",90,7.2,710
Guardie e ladri,1951,"Comedy, Drama",105,7.7,1722
There's Always Tomorrow,1956,"Drama, Romance",84,7.5,3430
A Time to Love and a Time to Die,1958,"Drama, Romance, War",132,7.6,3555
Lettre de Sibérie,1958,Documentary,62,7.5,800
Ice Cold in Alex,1958,"Adventure, Drama, War",130,7.7,6383
Vynález zkázy,1958,"Adventure, Fantasy, Sci-Fi",84,7.5,2705
Los peces rojos,1955,Crime,100,7.6,308
Calle Mayor,1956,Drama,99,7.7,1637
Cielo Negro,1951,Drama,113,7.2,356
Dos tipos de cuidado,1953,"Comedy, Musical, Romance",111,8.0,951
Araya,1959,Documentary,90,7.6,825
Nagareru,1956,Drama,117,7.6,1156
Si muero antes de despertar,1952,Thriller,73,7.3,253
Nogiku no gotoki kimi nariki,1955,"Drama, Romance",100,7.5,446
Little Fugitive,1953,"Drama, Family",75,7.5,2984
The Steel Helmet,1951,"Action, Drama, War",85,7.4,4674
Il ferroviere,1956,Drama,115,7.7,1370
Roma ore 11,1952,Drama,107,7.8,831
Sudden Fear,1952,"Film-Noir, Thriller",110,7.5,7137
No abras nunca esa puerta,1952,"Mystery, Thriller",85,7.2,235
Žmogaus likimas,1959,"Drama, War",103,8.0,3598
Muerte de un ciclista,1955,"Crime, Drama, Film-Noir",88,7.7,4387
Okâsan,1952,Drama,98,7.6,833
En la palma de tu mano,1951,"Crime, Drama, Mystery",113,7.4,345
Estate violenta,1959,"Drama, Romance, War",98,7.3,1816
Stella,1955,"Drama, Music, Romance",90,7.9,2912
Iwashigumo,1958,Drama,128,7.4,376
The Tarnished Angels,1957,"Action, Adventure, Drama",91,7.1,3937
Bangiku,1954,Drama,101,7.4,1180
It's Always Fair Weather,1955,"Comedy, Drama, Musical",101,7.0,3849
"Moi, un noir",1958,Drama,70,7.3,1071
Petla,1958,Drama,96,7.7,1195
Aventurera,1950,"Drama, Musical",101,7.5,631
Es geschah am hellichten Tag,1958,"Crime, Drama, Thriller",100,7.8,5485
Jagte Raho,1956,"Comedy, Drama",153,8.2,1049
On Dangerous Ground,1951,"Drama, Film-Noir",82,7.2,7897
Kokoro,1955,Drama,120,7.4,480
Miyamoto Musashi kanketsuhen: kettô Ganryûjima,1956,"Action, Adventure, Drama",105,7.5,6580
Chûshingura,1962,"Action, Drama, History",207,7.6,2205
Miyamoto Musashi,1954,"Action, Adventure, Biography",93,7.4,9348
Muhômatsu no isshô,1958,Drama,103,7.6,1131
Zoku Miyamoto Musashi: Ichijôji no kettô,1955,"Action, Adventure, Biography",104,7.3,6837
Czlowiek na torze,1957,Drama,89,7.6,782
The Furies,1950,"Drama, Romance, Western",109,7.3,3754
Crime Wave,1953,"Crime, Drama, Film-Noir",73,7.3,4457
Surcos,1951,"Crime, Drama",104,7.5,771
Pavasaris Užupio gatvėje,1956,"Drama, Romance",96,7.4,1703
The Prowler,1951,"Drama, Film-Noir, Thriller",92,7.2,3926
Calabuch,1956,Comedy,93,7.3,1242
Les cousins,1959,Drama,112,7.2,3177
Wir Wunderkinder,1958,Comedy,107,7.5,455
5 Fingers,1952,"Crime, Drama, Mystery",108,7.6,5374
Woman on the Run,1950,"Crime, Drama, Film-Noir",77,7.2,4664
99 River Street,1953,"Action, Crime, Drama",83,7.4,3352
Attack,1956,"Action, Drama, War",107,7.4,5730
Mr. Arkadin,1955,"Crime, Drama, Film-Noir",93,7.1,9087
Marie-Octobre,1959,"Drama, Mystery",90,7.5,1373
Karnavalo naktis,1956,"Comedy, Drama, Musical",78,7.4,2972
No Way Out,1950,"Crime, Drama, Film-Noir",106,7.4,6068
Kansas City Confidential,1952,"Crime, Drama, Film-Noir",99,7.3,7977
The Importance of Being Earnest,1952,"Comedy, Drama",95,7.5,6224
Il cappotto,1952,"Comedy, Drama, Fantasy",102,7.6,679
Bonjour tristesse,1958,"Drama, Romance",94,6.9,5489
Manon des sources,1952,Drama,228,7.5,455
La poison,1951,"Comedy, Crime",85,7.4,1562
The Far Country,1954,"Romance, Western",97,7.1,8387
Magnificent Obsession,1954,"Drama, Romance",108,7.0,7390
Tiger Bay,1959,"Crime, Drama, Thriller",105,7.5,3093
Scandal Sheet,1952,"Crime, Drama, Film-Noir",82,7.4,3336
Shin Heike monogatari,1955,"Drama, History",108,7.3,1085
Scaramouche,1952,"Action, Adventure, Comedy",115,7.5,6295
Tikhiy Don,1957,"Drama, History, Romance",330,7.8,1278
The Cruel Sea,1953,"Drama, War",126,7.4,5315
Lust for Life,1956,"Biography, Drama",122,7.3,12328
Baza ludzi umarlych,1959,Drama,104,7.4,591
The Damned Don't Cry,1950,"Crime, Drama, Film-Noir",103,7.2,3430
Cry Danger,1951,"Crime, Drama, Film-Noir",79,7.3,2675
Il cammino della speranza,1950,"Adventure, Drama",105,7.5,662
No Man of Her Own,1950,"Drama, Film-Noir, Romance",98,7.4,2843
Voici le temps des assassins...,1956,"Crime, Drama, Thriller",113,7.5,1644
Idiot,1958,Drama,124,7.6,813
La traversée de Paris,1956,"Comedy, Drama",80,7.3,4235
The Dam Busters,1955,"Drama, History, War",124,7.4,11154
La beauté du diable,1950,"Comedy, Drama, Fantasy",96,7.4,1781
Karta,1955,"Drama, War",87,7.1,2868
Celui qui doit mourir,1957,Drama,122,7.5,907
Jak rozpetalem druga wojne swiatowa,1970,"Adventure, Comedy, War",224,8.1,3656
Nie lubie poniedzialku,1971,Comedy,98,7.5,2224
Eroica,1958,"Comedy, Drama",87,7.4,1285
Sorok pervyy,1956,"War, Drama, Romance",88,7.5,1684
Pool of London,1951,"Crime, Drama",85,7.1,1101
L'auberge rouge,1951,"Comedy, Crime",98,7.2,1566
Deadline - U.S.A.,1952,"Crime, Drama, Film-Noir",87,7.2,4010
Cyrano de Bergerac,1950,"Adventure, Drama, Romance",113,7.4,4467
The Holly and the Ivy,1952,Drama,83,7.3,1903
The Enemy Below,1957,"Action, Adventure, Drama",98,7.4,11961
The Phenix City Story,1955,"Crime, Drama, Film-Noir",100,7.2,3212
Party Girl,1958,"Crime, Drama, Film-Noir",99,7.0,3688
The Man Who Never Was,1956,"Drama, War",103,7.4,5723
"Come Back, Little Sheba",1952,"Drama, Romance",99,7.5,5312
Devynios gyvybės,1957,"Action, Adventure, Biography",96,7.2,1861
Mandy,1952,Drama,93,7.4,978
Last Holiday,1950,"Drama, Romance",88,7.3,2068
Gheisar,1969,"Crime, Drama",100,7.6,3694
Klute,1971,"Crime, Mystery, Thriller",114,7.1,28916
Ilgas Didysis penktadienis,1980,"Crime, Drama, Mystery",114,7.6,24654
Coup de torchon,1981,"Comedy, Crime, Drama",128,7.4,6584
Tenebre,1982,"Drama, Horror, Mystery",101,7.0,26817
One False Move,1991,"Crime, Drama, Thriller",105,7.1,13440
Suture,1993,"Drama, Thriller",96,6.5,2133
The Last Seduction,1994,"Crime, Drama, Romance",110,7.0,25314
Įprasti įtariamieji,1995,"Crime, Drama, Mystery",106,8.5,1128218
Croupier,1998,"Crime, Drama",94,7.0,23175
The Deep End,2001,"Crime, Drama, Mystery",101,6.5,11925
Dviguba rokiruotė,2002,"Action, Crime, Drama",101,8.0,129691
Mang jing,2003,"Crime, Drama",92,7.5,2877
Plyta,2005,"Crime, Drama, Mystery",110,7.2,109289
Karališkas romanas,2012,"Biography, Drama, History",137,7.5,49911
The Mouse That Roared,1959,Comedy,83,6.9,9329
A Raisin in the Sun,1961,Drama,128,8.0,9322
Akatonė,1961,Drama,117,7.6,9965
Sidas,1961,"Biography, Drama, History",182,7.2,15388
The Innocents,1961,Horror,100,7.8,32601
Niurnbergo procesas,1961,"Drama, War",179,8.3,82987
Vaikų valanda,1961,"Drama, Romance",108,7.8,17980
Divorzio all'italiana,1961,"Comedy, Drama, Romance",105,8.0,13850
Sedotta e abbandonata,1964,"Comedy, Drama",118,7.9,3773
Signore & signori,1966,Comedy,118,7.6,1690
In nome della legge,1949,"Crime, Drama",100,7.7,684
Cape Fear,1962,"Drama, Thriller",106,7.7,31189
The Miracle Worker,1962,"Biography, Drama",106,8.1,20108
The Music Man,1962,"Comedy, Family, Musical",151,7.7,18797
Birdman of Alcatraz,1962,"Biography, Crime, Drama",147,7.8,18886
Mama Roma,1962,Drama,106,7.8,10259
Mandžiūrijos kandidatas,1962,"Drama, Thriller",126,7.9,78704
Il sorpasso,1962,"Comedy, Drama",108,8.2,12107
Nežudyk strazdo giesmininko,1962,"Crime, Drama",129,8.3,328488
Le procès,1962,"Drama, Mystery, Thriller",119,7.6,23473
Paukščiai,1963,"Drama, Horror, Mystery",119,7.6,201309
Didysis pabėgimas,1963,"Adventure, Drama, History",172,8.2,255157
The Servant,1963,Drama,116,7.8,13454
Zulu,1964,"Drama, History, War",138,7.7,41849
L'Enfance-Nue,1968,Drama,83,7.5,2644
Dvi angles ir kontinentas,1971,"Drama, Romance",130,7.2,5773
La petite voleuse,1988,"Comedy, Drama",109,6.8,2283
La gueule ouverte,1974,Drama,82,7.3,1250
À nos amours,1983,"Drama, Romance",99,7.1,7148
Nous ne vieillirons pas ensemble,1972,Drama,110,7.2,2153
Van Gogh,1991,"Adventure, Biography, Drama",158,7.1,3253
Due soldi di speranza,1952,"Comedy, Romance",110,7.0,688
Paprasti žmones,1980,Drama,124,7.7,55659
Regtaimas,1981,Drama,155,7.3,10382
Lili,1953,"Drama, Musical, Romance",81,7.3,3871
We're No Angels,1955,"Comedy, Crime, Romance",106,7.4,10472
Genbaku no ko,1952,"Drama, War",97,7.6,1344
Veliki i mali,1956,"Drama, War",83,7.7,79
"Rio, 40 Graus",1955,Drama,100,7.5,826
L'enfer,1994,"Crime, Drama, Thriller",102,7.0,6298
Les fantômes du chapelier,1982,"Crime, Mystery, Thriller",120,7.1,1243
An Act of Murder,1948,"Crime, Drama, Film-Noir",91,6.9,837
Fiddler on the Roof,1971,"Drama, Family, Musical",181,8.0,46626
Kalėdų pasaka,1983,"Comedy, Family",93,7.9,163847
Dangaus pilis Laputa,1986,"Animation, Adventure, Family",125,8.0,177300
Kikes siuntu tarnyba,1989,"Animation, Family, Fantasy",103,7.8,159100
Spalio dangus,1999,"Biography, Drama, Family",108,7.8,96549
"Mergina, keliaujanti laiku",2006,"Animation, Adventure, Comedy",98,7.7,69813
Mažoji princesė,1995,"Drama, Family, Fantasy",97,7.6,36202
Mažosios moterys,1994,"Drama, Family, Romance",115,7.3,62330
Migruojantys paukščiai 2: imperatoriaus kelionė,2005,"Documentary, Family",80,7.5,59504
Hačiko istorija,1987,"Biography, Drama, Family",107,8.0,5712
A Boy Named Charlie Brown,1969,"Animation, Comedy, Drama",86,7.3,5514
Marcelino pan y vino,1955,"Comedy, Drama",91,7.1,2595
La dentellière,1977,"Drama, Romance",107,7.5,2974
Les amants du Pont-Neuf,1991,"Drama, Romance",125,7.6,15025
Karas ir taika,1965,"Drama, Romance, War",393,8.3,8089
Voyna i mir III: 1812 god,1967,"Drama, History, War",81,8.3,1713
Voyna i mir I: Andrey Bolkonskiy,1965,"Drama, War",147,8.2,2013
